,dbID,atcClassification,id
8819,DB10660,Drug,
8820,DB10661,Drug,
8821,DB10662,Drug,
8822,DB10663,Drug,
8823,DB10664,Drug,
8824,DB10666,Drug,
8825,DB10667,Drug,
8826,DB10669,Drug,
8827,DB10670,Drug,
8828,DB10671,Drug,
8829,DB10672,Drug,
8830,DB10673,Drug,
8831,DB10674,Drug,
8832,DB10675,Drug,
8833,DB10676,Drug,
8834,DB10677,Drug,
8835,DB10678,Drug,
8836,DB10679,Drug,
8837,DB10681,Drug,
8838,DB10683,Drug,
8839,DB10685,Drug,
8840,DB10686,Drug,
8841,DB10687,Drug,
8842,DB10688,Drug,
8843,DB10690,Drug,
8844,DB10691,Drug,
8845,DB10693,Drug,
8846,DB10694,Drug,
8847,DB10695,Drug,
8848,DB10696,Drug,
8849,DB10697,Drug,
8850,DB10698,Drug,
8851,DB10699,Drug,
8852,DB10700,Drug,
8853,DB10701,Drug,
8854,DB10702,Drug,
8855,DB10703,Drug,
8856,DB10704,Drug,
8857,DB10705,Drug,
8858,DB10706,Drug,
8859,DB10707,Drug,
8860,DB10708,Drug,
8861,DB10710,Drug,
8862,DB10711,Drug,
8863,DB10712,Drug,
8864,DB10713,Drug,
8865,DB10714,Drug,
8866,DB10715,Drug,
8867,DB10716,Drug,
8868,DB10717,Drug,
8869,DB10718,Drug,
8870,DB10719,Drug,
8871,DB10720,Drug,
8872,DB10721,Drug,
8873,DB10722,Drug,
8874,DB10723,Drug,
8875,DB10724,Drug,
8876,DB10725,Drug,
8877,DB10727,Drug,
8878,DB10728,Drug,
8879,DB10729,Drug,
8880,DB10730,Drug,
8881,DB10731,Drug,
8882,DB10732,Drug,
8883,DB10733,Drug,
8884,DB10734,Drug,
8885,DB10735,Drug,
8886,DB10736,Drug,
8887,DB10737,Drug,
8888,DB10738,Drug,
8889,DB10739,Drug,
8890,DB10740,Drug,
8891,DB10741,Drug,
8892,DB10742,Drug,
8893,DB10743,Drug,
8894,DB10744,Drug,
8895,DB10745,Drug,
8896,DB10746,Drug,
8897,DB10747,Drug,
8898,DB10748,Drug,
8899,DB10749,Drug,
8900,DB10750,Drug,
8901,DB10751,Drug,
8902,DB10752,Drug,
8903,DB10753,Drug,
8904,DB10754,Drug,
8905,DB10755,Drug,
8906,DB10756,Drug,
8907,DB10757,Drug,
8908,DB10758,Drug,
8909,DB10759,Drug,
8910,DB10760,Drug,
8911,DB10761,Drug,
8912,DB10762,Drug,
8913,DB10763,Drug,
8914,DB10764,Drug,
8915,DB10765,Drug,
8916,DB10766,Drug,
8917,DB10767,Drug,
8918,DB10768,Drug,
8919,DB10769,Drug,
8920,DB10770,Drug,
8921,DB10771,Drug,
8922,DB10772,Drug,
8923,DB10773,Drug,
8924,DB10774,Drug,
8925,DB10775,Drug,
8926,DB10776,Drug,
8927,DB10777,Drug,
8928,DB10778,Drug,
8929,DB10779,Drug,
8930,DB10780,Drug,
8931,DB10781,Drug,
8932,DB10782,Drug,
8933,DB10783,Drug,
8934,DB10784,Drug,
8935,DB10785,Drug,
8936,DB10786,Drug,
8937,DB10787,Drug,
8938,DB10788,Drug,
8939,DB10789,Drug,
8940,DB10790,Drug,
8941,DB10791,Drug,
8942,DB10792,Drug,
8943,DB10793,Drug,
8944,DB10794,Drug,
8945,DB10795,Drug,
8946,DB10796,Drug,
8947,DB10797,Drug,
8948,DB10798,Drug,
8949,DB10799,Drug,
8950,DB10800,Drug,
8951,DB10801,Drug,
8952,DB10802,Drug,
8953,DB10803,"J07AP03,J07AP,J07A,J07,J,Drug",
8954,DB10804,Drug,
8955,DB10805,"J07BL01,J07BL,J07B,J07,J,Drug",
8956,DB10806,Drug,
8957,DB10807,Drug,
8958,DB10808,Drug,
8959,DB10809,Drug,
8960,DB10810,Drug,
8961,DB10811,Drug,
8962,DB10812,Drug,
8963,DB10813,Drug,
8964,DB10814,Drug,
8965,DB10815,Drug,
8966,DB10816,Drug,
8967,DB10817,Drug,
8968,DB10818,Drug,
8969,DB10819,Drug,
8970,DB10820,Drug,
8971,DB10821,Drug,
8972,DB10822,Drug,
8973,DB10823,Drug,
8974,DB10824,Drug,
8975,DB10825,Drug,
8976,DB10826,Drug,
8977,DB10827,Drug,
8978,DB10828,Drug,
8979,DB10829,Drug,
8980,DB10830,Drug,
8981,DB10831,Drug,
8982,DB10832,Drug,
8983,DB10833,Drug,
8984,DB10834,Drug,
8985,DB10835,Drug,
8986,DB10836,Drug,
8987,DB10837,Drug,
8988,DB10838,Drug,
8989,DB10839,Drug,
8990,DB10840,Drug,
8991,DB10841,Drug,
8992,DB10842,Drug,
8993,DB10843,Drug,
8994,DB10844,Drug,
8995,DB10845,Drug,
8996,DB10846,Drug,
8997,DB10847,Drug,
8998,DB10848,Drug,
8999,DB10849,Drug,
9000,DB10850,Drug,
9001,DB10851,Drug,
9002,DB10852,Drug,
9003,DB10853,Drug,
9004,DB10855,Drug,
9005,DB10856,Drug,
9006,DB10857,Drug,
9007,DB10858,Drug,
9008,DB10859,Drug,
9009,DB10860,Drug,
9010,DB10861,Drug,
9011,DB10862,Drug,
9012,DB10864,Drug,
9013,DB10865,Drug,
9014,DB10866,Drug,
9015,DB10867,Drug,
9016,DB10868,Drug,
9017,DB10869,Drug,
9018,DB10870,Drug,
9019,DB10871,Drug,
9020,DB10872,Drug,
9021,DB10873,Drug,
9022,DB10874,Drug,
9023,DB10875,Drug,
9024,DB10876,Drug,
9025,DB10877,Drug,
9026,DB10879,Drug,
9027,DB10880,Drug,
9028,DB10881,Drug,
9029,DB10882,Drug,
9030,DB10883,Drug,
9031,DB10884,Drug,
9032,DB10885,Drug,
9033,DB10886,Drug,
9034,DB10887,Drug,
9035,DB10888,Drug,
9036,DB10889,Drug,
9037,DB10890,Drug,
9038,DB10891,Drug,
9039,DB10892,Drug,
9040,DB10893,Drug,
9041,DB10894,Drug,
9042,DB10895,Drug,
9043,DB10896,Drug,
9044,DB10897,Drug,
9045,DB10898,Drug,
9046,DB10899,Drug,
9047,DB10900,Drug,
9048,DB10901,Drug,
9049,DB10902,Drug,
9050,DB10903,Drug,
9051,DB10904,Drug,
9052,DB10905,Drug,
9053,DB10906,Drug,
9054,DB10907,Drug,
9055,DB10908,Drug,
9056,DB10909,Drug,
9057,DB10910,Drug,
9058,DB10911,Drug,
9059,DB10912,Drug,
9060,DB10913,Drug,
9061,DB10914,Drug,
9062,DB10915,Drug,
9063,DB10916,Drug,
9064,DB10917,Drug,
9065,DB10918,Drug,
9066,DB10919,Drug,
9067,DB10921,Drug,
9068,DB10922,Drug,
9069,DB10923,Drug,
9070,DB10924,Drug,
9071,DB10925,Drug,
9072,DB10926,Drug,
9073,DB10927,Drug,
9074,DB10928,Drug,
9075,DB10929,Drug,
9076,DB10930,Drug,
9077,DB10932,Drug,
9078,DB10933,Drug,
9079,DB10934,Drug,
9080,DB10935,Drug,
9081,DB10936,Drug,
9082,DB10937,Drug,
9083,DB10939,Drug,
9084,DB10940,Drug,
9085,DB10941,Drug,
9086,DB10942,Drug,
9087,DB10943,Drug,
9088,DB10945,Drug,
9089,DB10946,Drug,
9090,DB10947,Drug,
9091,DB10948,Drug,
9092,DB10949,Drug,
9093,DB10950,Drug,
9094,DB10952,Drug,
9095,DB10953,Drug,
9096,DB10954,Drug,
9097,DB10955,Drug,
9098,DB10956,Drug,
9099,DB10957,Drug,
9100,DB10958,Drug,
9101,DB10959,Drug,
9102,DB10961,Drug,
9103,DB10962,Drug,
9104,DB10963,Drug,
9105,DB10964,Drug,
9106,DB10965,Drug,
9107,DB10966,Drug,
9108,DB10967,Drug,
9109,DB10968,Drug,
9110,DB10969,Drug,
9111,DB10970,Drug,
9112,DB10971,Drug,
9113,DB10972,Drug,
9114,DB10973,Drug,
9115,DB10974,Drug,
9116,DB10975,Drug,
9117,DB10976,Drug,
9118,DB10977,Drug,
9119,DB10979,Drug,
9120,DB10980,Drug,
9121,DB10981,Drug,
9122,DB10982,Drug,
9123,DB10983,Drug,
9124,DB10984,Drug,
9125,DB10985,Drug,
9126,DB10986,Drug,
9127,DB10987,Drug,
9128,DB10988,Drug,
9129,DB10989,Drug,
9130,DB10990,Drug,
9131,DB10991,Drug,
9132,DB10992,Drug,
9133,DB10994,Drug,
9134,DB10995,Drug,
9135,DB10996,Drug,
9136,DB10997,Drug,
9137,DB10998,Drug,
9138,DB10999,Drug,
9139,DB11000,Drug,
9140,DB11001,Drug,
9141,DB11002,Drug,
9142,DB11003,Drug,
9143,DB11004,Drug,
9144,DB11005,Drug,
9145,DB11006,Drug,
9146,DB11007,Drug,
9147,DB11008,Drug,
9148,DB11009,Drug,
9149,DB11010,Drug,
9150,DB11011,Drug,
9151,DB11014,Drug,
9152,DB11017,"A07FA02,A07FA,A07F,A07,A,Drug",
9153,DB11018,Drug,
9154,DB11019,Drug,
9155,DB11020,Drug,
9156,DB11021,Drug,
9157,DB11022,Drug,
9158,DB11023,Drug,
9159,DB11024,Drug,
9160,DB11025,Drug,
9161,DB11026,Drug,
9162,DB11027,Drug,
9163,DB11028,Drug,
9164,DB11029,Drug,
9165,DB11030,Drug,
9166,DB11031,Drug,
9167,DB11032,Drug,
9168,DB11033,Drug,
9169,DB11034,Drug,
9170,DB11035,Drug,
9171,DB11036,Drug,
9172,DB11037,Drug,
9173,DB11038,Drug,
9174,DB11039,Drug,
9175,DB11040,Drug,
9176,DB11041,Drug,
9177,DB11042,Drug,
9178,DB11043,Drug,
9179,DB11044,Drug,
9180,DB11045,Drug,
9181,DB11046,Drug,
9182,DB11047,Drug,
9183,DB11048,Drug,
9184,DB11050,Drug,
9185,DB11051,Drug,
9186,DB11054,Drug,
9187,DB11056,Drug,
9188,DB11057,"A06AA01,A06AA,A06A,A06,A,Drug;A06AA51,A06AA,A06A,A06,A,Drug",
9189,DB11058,Drug,
9190,DB11059,Drug,CHEMBL1909054
9191,DB11060,Drug,
9192,DB11061,Drug,
9193,DB11062,Drug,CHEMBL1329203
9194,DB11063,Drug,
9195,DB11064,Drug,CHEMBL1377575
9196,DB11065,Drug,
9197,DB11066,Drug,
9198,DB11067,Drug,
9199,DB11068,"A12CE01,A12CE,A12C,A12,A,Drug",CHEMBL2097002
9200,DB11069,Drug,
9201,DB11071,"G04BX12,G04BX,G04B,G04,G,Drug",CHEMBL1339216
9202,DB11072,Drug,CHEMBL1232767
9203,DB11073,"D08AJ03,D08AJ,D08A,D08,D,Drug;B05CA01,B05CA,B05C,B05,B,Drug;R02AA06,R02AA,R02A,R02,R,Drug;D09AA07,D09AA,D09A,D09,D,Drug",CHEMBL305906
9204,DB11074,"P03AX05,P03AX,P03A,P03,P,Drug",
9205,DB11075,"S01KA02,S01KA,S01K,S01,S,Drug",
9206,DB11077,Drug,
9207,DB11079,Drug,CHEMBL2107288
9208,DB11080,"D08AL01,D08AL,D08A,D08,D,Drug",CHEMBL177367
9209,DB11081,"D10AX01,D10AX,D10A,D10,D,Drug",CHEMBL3833401
9210,DB11082,Drug,
9211,DB11085,"D10AX02,D10AX,D10A,D10,D,Drug;S01AX06,S01AX,S01A,S01,S,Drug",CHEMBL24147
9212,DB11086,Drug,
9213,DB11087,Drug,
9214,DB11088,Drug,
9215,DB11089,Drug,CHEMBL1477036
9216,DB11090,Drug,CHEMBL1644029
9217,DB11091,"D08AX01,D08AX,D08A,D08,D,Drug;S02AA06,S02AA,S02A,S02,S,Drug;D11AX25,D11AX,D11A,D11,D,Drug;A01AB02,A01AB,A01A,A01,A,Drug",CHEMBL71595
9218,DB11092,"A01AA04,A01AA,A01A,A01,A,Drug",CHEMBL1909079
9219,DB11093,"A12AA13,A12AA,A12A,A12,A,Drug;A11GB01,A11GB,A11G,A11,A,Drug",CHEMBL2106123
9220,DB11094,Drug,
9221,DB11095,"B01AE01,B01AE,B01A,B01,B,Drug",
9222,DB11096,Drug,CHEMBL1597075
9223,DB11097,Drug,
9224,DB11098,"A12BA04,A12BA,A12B,A12,A,Drug",CHEMBL2106975
9225,DB11099,Drug,
9226,DB11100,Drug,CHEMBL593429
9227,DB11102,Drug,CHEMBL65543
9228,DB11104,Drug,CHEMBL1796998
9229,DB11105,"R02AA16,R02AA,R02A,R02,R,Drug;D08AJ01,D08AJ,D08A,D08,D,Drug;D09AA11,D09AA,D09A,D09,D,Drug",
9230,DB11107,Drug,CHEMBL2105248
9231,DB11108,Drug,
9232,DB11109,Drug,
9233,DB11110,"B05CB03,B05CB,B05C,B05,B,Drug;A12CC04,A12CC,A12C,A12,A,Drug;A06AD19,A06AD,A06A,A06,A,Drug",CHEMBL3989480
9234,DB11111,Drug,
9235,DB11112,Drug,
9236,DB11113,"A06AB05,A06AB,A06A,A06,A,Drug",
9237,DB11114,Drug,
9238,DB11115,Drug,CHEMBL1987518
9239,DB11116,Drug,
9240,DB11117,"D01AE04,D01AE,D01A,D01,D,Drug;D01AE54,D01AE,D01A,D01,D,Drug",CHEMBL1276010
9241,DB11118,Drug,
9242,DB11119,Drug,CHEMBL1644695
9243,DB11120,Drug,
9244,DB11121,"D08AE05,D08AE,D08A,D08,D,Drug",CHEMBL398440
9245,DB11123,"D08AX07,D08AX,D08A,D08,D,Drug",
9246,DB11124,Drug,
9247,DB11125,"D08AJ58,D08AJ,D08A,D08,D,Drug;R02AA09,R02AA,R02A,R02,R,Drug;D08AJ08,D08AJ,D08A,D08,D,Drug",CHEMBL1182210
9248,DB11126,"A12AA03,A12AA,A12A,A12,A,Drug;D11AX03,D11AX,D11A,D11,D,Drug",CHEMBL2106119
9249,DB11127,"A12CE02,A12CE,A12C,A12,A,Drug",CHEMBL2009089
9250,DB11128,Drug,
9251,DB11129,Drug,CHEMBL3184026
9252,DB11130,"A07DA02,A07DA,A07D,A07,A,Drug;N02AA02,N02AA,N02A,N02,N,Drug",
9253,DB11131,Drug,
9254,DB11132,Drug,CHEMBL3188292
9255,DB11133,Drug,
9256,DB11134,Drug,CHEMBL1909057
9257,DB11135,Drug,
9258,DB11136,Drug,
9259,DB11137,Drug,
9260,DB11140,Drug,
9261,DB11141,Drug,
9262,DB11142,Drug,CHEMBL113178
9263,DB11143,Drug,
9264,DB11144,Drug,
9265,DB11145,"R02AA14,R02AA,R02A,R02,R,Drug;A01AB07,A01AB,A01A,A01,A,Drug;D08AH03,D08AH,D08A,D08,D,Drug;G01AC30,G01AC,G01A,G01,G,Drug",CHEMBL310555
9266,DB11147,Drug,
9267,DB11148,Drug,CHEMBL127516
9268,DB11149,Drug,
9269,DB11150,"V08BA01,V08BA,V08B,V08,V,Drug;V08BA02,V08BA,V08B,V08,V,Drug",CHEMBL2105897
9270,DB11151,Drug,CHEMBL2105794
9271,DB11152,Drug,
9272,DB11153,Drug,CHEMBL2103983
9273,DB11154,Drug,
9274,DB11155,Drug,CHEMBL1076347
9275,DB11156,"P02CC01,P02CC,P02C,P02,P,Drug",CHEMBL1626223
9276,DB11157,"D05AC01,D05AC,D05A,D05,D,Drug;D05AC51,D05AC,D05A,D05,D,Drug",CHEMBL46469
9277,DB11158,"A07BC01,A07BC,A07B,A07,A,Drug",
9278,DB11159,Drug,CHEMBL2107611
9279,DB11160,Drug,CHEMBL186720
9280,DB11161,Drug,
9281,DB11164,Drug,
9282,DB11165,Drug,
9283,DB11166,Drug,
9284,DB11168,Drug,
9285,DB11169,Drug,
9286,DB11171,Drug,
9287,DB11172,Drug,
9288,DB11174,Drug,
9289,DB11175,Drug,
9290,DB11176,Drug,CHEMBL2359248
9291,DB11178,Drug,
9292,DB11179,Drug,CHEMBL1615781
9293,DB11180,Drug,CHEMBL1615784
9294,DB11181,"S01FA05,S01FA,S01F,S01,S,Drug",CHEMBL1618018
9295,DB11182,"S01JA02,S01JA,S01J,S01,S,Drug",CHEMBL1208422
9296,DB11183,Drug,
9297,DB11184,Drug,CHEMBL1973733
9298,DB11185,Drug,CHEMBL2059073
9299,DB11186,"R05DB05,R05DB,R05D,R05,R,Drug",CHEMBL73234
9300,DB11187,Drug,
9301,DB11188,Drug,
9302,DB11189,Drug,
9303,DB11190,"A11HA32,A11HA,A11H,A11,A,Drug",CHEMBL2104786
9304,DB11191,"B03BA04,B03BA,B03B,B03,B,Drug",CHEMBL3833359
9305,DB11192,Drug,CHEMBL2152047
9306,DB11193,Drug,
9307,DB11195,Drug,CHEMBL96783
9308,DB11197,Drug,
9309,DB11198,"A03AX15,A03AX,A03A,A03,A,Drug",
9310,DB11199,Drug,
9311,DB11200,Drug,
9312,DB11201,Drug,
9313,DB11202,Drug,
9314,DB11203,Drug,
9315,DB11204,Drug,CHEMBL1371937
9316,DB11205,Drug,
9317,DB11206,Drug,CHEMBL2104956
9318,DB11207,Drug,CHEMBL1476782
9319,DB11208,Drug,
9320,DB11209,"B03AB09,B03AB,B03A,B03,B,Drug",
9321,DB11210,Drug,
9322,DB11211,Drug,
9323,DB11217,Drug,CHEMBL232202
9324,DB11218,Drug,
9325,DB11219,Drug,CHEMBL2104261
9326,DB11220,Drug,CHEMBL1951714
9327,DB11221,Drug,CHEMBL1326877
9328,DB11222,Drug,
9329,DB11223,Drug,
9330,DB11224,Drug,
9331,DB11225,Drug,
9332,DB11226,Drug,
9333,DB11227,Drug,
9334,DB11228,"A06AC06,A06AC,A06A,A06,A,Drug",
9335,DB11229,Drug,
9336,DB11230,Drug,
9337,DB11231,Drug,CHEMBL501174
9338,DB11232,Drug,
9339,DB11233,Drug,
9340,DB11234,Drug,
9341,DB11235,"D04AA01,D04AA,D04A,D04,D,Drug;R06AC06,R06AC,R06A,R06,R,Drug;R01AC06,R01AC,R01A,R01,R,Drug",CHEMBL1623738
9342,DB11236,Drug,
9343,DB11237,"B06AA07,B06AA,B06A,B06,B,Drug;D03BA01,D03BA,D03B,D03,D,Drug;M09AB52,M09AB,M09A,M09,M,Drug",
9344,DB11238,Drug,
9345,DB11239,Drug,CHEMBL3833402
9346,DB11242,"B05AA06,B05AA,B05A,B05,B,Drug",
9347,DB11243,Drug,
9348,DB11244,Drug,CHEMBL1885178
9349,DB11246,Drug,
9350,DB11247,Drug,
9351,DB11248,"C05AX04,C05AX,C05A,C05,C,Drug;A12CB02,A12CB,A12C,A12,A,Drug",CHEMBL3833377
9352,DB11250,Drug,CHEMBL255696
9353,DB11251,"A11HA03,A11HA,A11H,A11,A,Drug",
9354,DB11252,Drug,
9355,DB11253,Drug,
9356,DB11254,"R02AA12,R02AA,R02A,R02,R,Drug",CHEMBL443605
9357,DB11255,Drug,
9358,DB11256,Drug,CHEMBL1231574
9359,DB11257,Drug,CHEMBL1362
9360,DB11259,Drug,CHEMBL90568
9361,DB11260,Drug,CHEMBL552128
9362,DB11261,Drug,
9363,DB11262,Drug,CHEMBL2104957
9364,DB11263,Drug,CHEMBL142652
9365,DB11264,Drug,CHEMBL3707206
9366,DB11265,Drug,
9367,DB11266,Drug,
9368,DB11267,Drug,CHEMBL3185786
9369,DB11268,Drug,CHEMBL222021
9370,DB11269,Drug,
9371,DB11270,Drug,
9372,DB11271,Drug,
9373,DB11272,Drug,
9374,DB11273,Drug,CHEMBL2365712
9375,DB11274,Drug,CHEMBL1743263
9376,DB11275,Drug,CHEMBL2106411
9377,DB11276,Drug,
9378,DB11277,Drug,
9379,DB11278,Drug,CHEMBL445001
9380,DB11279,Drug,CHEMBL1589793
9381,DB11281,Drug,
9382,DB11282,"P03BX01,P03BX,P03B,P03,P,Drug",CHEMBL1453317
9383,DB11283,Drug,CHEMBL316257
9384,DB11284,Drug,
9385,DB11285,Drug,CHEMBL286796
9386,DB11286,Drug,
9387,DB11288,Drug,CHEMBL1097205
9388,DB11289,Drug,
9389,DB11290,Drug,
9390,DB11291,Drug,CHEMBL3184685
9391,DB11293,Drug,
9392,DB11294,Drug,
9393,DB11295,Drug,
9394,DB11296,Drug,CHEMBL1814493
9395,DB11297,Drug,
9396,DB11298,Drug,
9397,DB11299,Drug,
9398,DB11300,"B02BC06,B02BC,B02B,B02,B,Drug;B02BD30,B02BD,B02B,B02,B,Drug",
9399,DB11301,Drug,
9400,DB11302,Drug,
9401,DB11304,Drug,CHEMBL1229846
9402,DB11305,Drug,
9403,DB11306,Drug,
9404,DB11309,Drug,CHEMBL572964
9405,DB11311,Drug,
9406,DB11312,"B01AD12,B01AD,B01A,B01,B,Drug",
9407,DB11313,Drug,
9408,DB11315,"A03CB01,A03CB,A03C,A03,A,Drug;S01FA03,S01FA,S01F,S01,S,Drug;A03BB03,A03BB,A03B,A03,A,Drug",CHEMBL376897
9409,DB11318,Drug,
9410,DB11321,Drug,
9411,DB11323,Drug,CHEMBL173562
9412,DB11324,Drug,CHEMBL75124
9413,DB11325,Drug,
9414,DB11326,"S02AA03,S02AA,S02A,S02,S,Drug",CHEMBL42403
9415,DB11327,Drug,CHEMBL549473
9416,DB11328,Drug,CHEMBL1201345
9417,DB11329,Drug,
9418,DB11330,Drug,CHEMBL2109098
9419,DB11331,Drug,
9420,DB11332,Drug,CHEMBL2103901
9421,DB11333,Drug,CHEMBL2108134
9422,DB11335,Drug,CHEMBL2011961
9423,DB11336,Drug,CHEMBL228792
9424,DB11337,Drug,CHEMBL525239
9425,DB11338,Drug,CHEMBL2108247
9426,DB11340,Drug,
9427,DB11341,Drug,
9428,DB11342,"D10AX04,D10AX,D10A,D10,D,Drug",CHEMBL3707210
9429,DB11343,Drug,
9430,DB11344,Drug,CHEMBL2106989
9431,DB11345,Drug,CHEMBL2252949
9432,DB11346,Drug,
9433,DB11347,Drug,
9434,DB11348,"A12AA01,A12AA,A12A,A12,A,Drug;A11GB01,A11GB,A11G,A11,A,Drug",CHEMBL2106566
9435,DB11349,Drug,
9436,DB11350,Drug,
9437,DB11352,Drug,
9438,DB11355,Drug,
9439,DB11356,Drug,
9440,DB11357,Drug,
9441,DB11358,Drug,
9442,DB11359,Drug,CHEMBL13766
9443,DB11360,Drug,
9444,DB11361,Drug,
9445,DB11362,"B01AC27,B01AC,B01A,B01,B,Drug",CHEMBL238804
9446,DB11363,"L01ED03,L01ED,L01E,L01,L,Drug",CHEMBL1738797
9447,DB11364,"L03AX05,L03AX,L03A,L03,L,Drug",CHEMBL1488165
9448,DB11365,"A06AB56,A06AB,A06A,A06,A,Drug;A06AB06,A06AB,A06A,A06,A,Drug",CHEMBL54481
9449,DB11366,"L03AX02,L03AX,L03A,L03,L,Drug",CHEMBL11672
9450,DB11367,"J01DB11,J01DB,J01D,J01,J,Drug",CHEMBL3186538
9451,DB11368,"D01AE06,D01AE,D01A,D01,D,Drug",CHEMBL3707367
9452,DB11369,Drug,CHEMBL2219412
9453,DB11371,"N01AX05,N01AX,N01A,N01,N,Drug",CHEMBL190279
9454,DB11372,Drug,CHEMBL1315492
9455,DB11373,Drug,CHEMBL1365675
9456,DB11374,Drug,CHEMBL97350
9457,DB11375,Drug,
9458,DB11376,Drug,CHEMBL340211
9459,DB11377,Drug,
9460,DB11378,Drug,CHEMBL584852
9461,DB11379,Drug,CHEMBL1570266
9462,DB11380,Drug,CHEMBL290578
9463,DB11382,Drug,CHEMBL1331366
9464,DB11383,Drug,CHEMBL1231649
9465,DB11385,Drug,CHEMBL2105567
9466,DB11386,"A04AD54,A04AD,A04A,A04,A,Drug;A04AD04,A04AD,A04A,A04,A,Drug",CHEMBL1439973
9467,DB11387,"N01AB02,N01AB,N01A,N01,N,Drug",CHEMBL44618
9468,DB11389,Drug,CHEMBL1474129
9469,DB11390,Drug,CHEMBL251680
9470,DB11392,Drug,CHEMBL2104588
9471,DB11393,Drug,CHEMBL157548
9472,DB11394,Drug,CHEMBL416230
9473,DB11395,Drug,CHEMBL28636
9474,DB11396,"P02DX02,P02DX,P02D,P02,P,Drug",CHEMBL33845
9475,DB11397,Drug,CHEMBL167911
9476,DB11398,Drug,CHEMBL284733
9477,DB11399,Drug,CHEMBL410414
9478,DB11400,Drug,CHEMBL2361641
9479,DB11401,Drug,
9480,DB11403,Drug,CHEMBL2104404
9481,DB11404,Drug,CHEMBL15511
9482,DB11405,Drug,
9483,DB11408,Drug,CHEMBL1525287
9484,DB11409,Drug,CHEMBL1080983
9485,DB11410,"P02CA06,P02CA,P02C,P02,P,Drug",CHEMBL37161
9486,DB11411,Drug,
9487,DB11412,Drug,CHEMBL1604375
9488,DB11413,Drug,CHEMBL1241590
9489,DB11414,Drug,CHEMBL2364610
9490,DB11416,Drug,CHEMBL2107342
9491,DB11417,Drug,
9492,DB11419,Drug,CHEMBL1897362
9493,DB11420,Drug,CHEMBL1552157
9494,DB11421,Drug,CHEMBL406819
9495,DB11423,Drug,CHEMBL145347
9496,DB11424,Drug,CHEMBL1364906
9497,DB11425,Drug,
9498,DB11426,Drug,CHEMBL478120
9499,DB11427,Drug,CHEMBL2111099
9500,DB11428,Drug,CHEMBL77921
9501,DB11429,Drug,CHEMBL425863
9502,DB11430,Drug,CHEMBL256105
9503,DB11431,"P02CX03,P02CX,P02C,P02,P,Drug",CHEMBL2104415
9504,DB11432,Drug,CHEMBL2104423
9505,DB11433,Drug,CHEMBL2104807
9506,DB11434,Drug,CHEMBL95855
9507,DB11436,Drug,CHEMBL2104627
9508,DB11437,Drug,CHEMBL1721359
9509,DB11438,Drug,CHEMBL259728
9510,DB11440,Drug,CHEMBL2104744
9511,DB11441,Drug,
9512,DB11442,"J01RA08,J01RA,J01R,J01,J,Drug;J01FA05,J01FA,J01F,J01,J,Drug",CHEMBL606258
9513,DB11443,Drug,CHEMBL295433
9514,DB11446,Drug,CHEMBL42442
9515,DB11447,Drug,CHEMBL828
9516,DB11448,Drug,CHEMBL1481873
9517,DB11449,Drug,CHEMBL2107106
9518,DB11450,Drug,CHEMBL24646
9519,DB11451,Drug,
9520,DB11452,Drug,CHEMBL2104856
9521,DB11453,Drug,CHEMBL1256815
9522,DB11454,Drug,
9523,DB11455,Drug,CHEMBL2107774
9524,DB11456,Drug,CHEMBL1871418
9525,DB11457,Drug,CHEMBL429023
9526,DB11458,Drug,CHEMBL1321154
9527,DB11459,Drug,CHEMBL1908325
9528,DB11460,Drug,CHEMBL458402
9529,DB11461,Drug,CHEMBL1443577
9530,DB11462,Drug,CHEMBL3186751
9531,DB11463,Drug,CHEMBL493636
9532,DB11464,Drug,CHEMBL1437847
9533,DB11466,Drug,CHEMBL316040
9534,DB11467,Drug,CHEMBL410968
9535,DB11468,Drug,CHEMBL1234521
9536,DB11470,Drug,CHEMBL3039509
9537,DB11471,Drug,CHEMBL1908333
9538,DB11472,Drug,CHEMBL1371412
9539,DB11473,"P02BB01,P02BB,P02B,P02,P,Drug",CHEMBL167150
9540,DB11474,Drug,
9541,DB11475,Drug,CHEMBL42743
9542,DB11476,"D06AX10,D06AX,D06A,D06,D,Drug",CHEMBL3833352
9543,DB11477,Drug,CHEMBL297362
9544,DB11478,Drug,CHEMBL450613
9545,DB11479,Drug,CHEMBL462313
9546,DB11480,Drug,CHEMBL472565
9547,DB11481,Drug,CHEMBL353972
9548,DB11482,Drug,
9549,DB11485,Drug,CHEMBL222913
9550,DB11487,Drug,CHEMBL3186453
9551,DB11490,"V03AB02,V03AB,V03A,V03,V,Drug",CHEMBL415284
9552,DB11491,Drug,CHEMBL37858
9553,DB11493,Drug,
9554,DB11495,Drug,CHEMBL1875086
9555,DB11496,Drug,CHEMBL111654
9556,DB11497,Drug,CHEMBL3182477
9557,DB11499,Drug,
9558,DB11501,Drug,CHEMBL1355596
9559,DB11502,Drug,CHEMBL129529
9560,DB11504,Drug,CHEMBL61946
9561,DB11505,Drug,CHEMBL2110625
9562,DB11507,Drug,CHEMBL37853
9563,DB11509,Drug,
9564,DB11510,Drug,CHEMBL2365665
9565,DB11511,Drug,CHEMBL6259
9566,DB11512,"S01AA15,S01AA,S01A,S01,S,Drug",CHEMBL1950576
9567,DB11513,Drug,CHEMBL338667
9568,DB11516,Drug,CHEMBL1185568
